,name,osm_id,access,access:conditional,addr:city,addr:country,addr:housename,addr:housenumber,addr:postcode,addr:state,addr:street,air_conditioning,alt_name,amenity,artist_name,beds,building,building:colour,building:levels,building:levels:underground,building:material,building:part,building:units,capacity,check_date,check_date:opening_hours,club,drinking_water,ele,emergency,fee,fountain,gnis:feature_id,healthcare,healthcare:speciality,height,internet_access,internet_access:fee,layer,leisure,lit,man_made,maxheight,maxstay,name:en,name:etymology:wikidata,name:etymology:wikipedia,natural,note,official_name,old_name,opening_hours,operator,operator:type,orientation,parking,phone,ref:isil,roof:angle,roof:colour,roof:levels,roof:material,roof:shape,smoking,source,sport,start_date,surface,toilets:wheelchair,tourism,tower:construction,tower:type,veterinary,website,wheelchair,wikidata,wikipedia,building:flats,office,type,name_imogen,n_postdocs,comment
92,Memorial Library,101606146,NA,NA,Madison,US,NA,728,NA,WI,State Street,yes,NA,library,NA,NA,university,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,NA,NA,NA,1842542,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mo-Fr 08:00-21:45; Sa,Su 10:00-21:45",University of Wisconsin,university,NA,NA,-4212,US-wumu,NA,NA,0,NA,flat,NA,NA,NA,1953,NA,yes,NA,NA,NA,NA,https://www.library.wisc.edu/memorial/,yes,NA,NA,NA,NA,NA,NA,NA,NA
93,Memorial Union,37225867,NA,NA,Madison,US,NA,800,NA,WI,Langdon Street,NA,NA,none,NA,NA,university,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,NA,NA,NA,1842543,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,USGS Geonames,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Merit Residence Hall,102201656,NA,NA,Madison,NA,NA,919,NA,WI,West Dayton Street,NA,Merit House,none,NA,NA,dormitory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,NA,NA,NA,1842548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UW-Madison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS Geonames,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,Microbial Sciences Building,38855860,NA,NA,Madison,NA,NA,1550,NA,WI,Linden Drive,NA,NA,none,NA,NA,university,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UW-Madison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MICROBIAL SCIENCES BUILDING,39,
96,Moore Hall,38856041,NA,NA,Madison,NA,NA,1575,NA,WI,Linden Drive,NA,NA,none,NA,NA,university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,Mosse Humanities Building,2075103,,,Madison,US,NA,455,,WI,North Park Street,NA,NA,,NA,NA,university,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,,,NA,,NA,,,multipolygon,"HUMANITIES BUILDING, MOSSE G",2,
98,Muscle & Meat Science Research Laboratory,38263351,NA,NA,Madison,NA,NA,1805,NA,WI,Linden Drive,NA,NA,none,NA,NA,university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,Music Hall,39201163,NA,NA,Madison,NA,NA,925,NA,WI,Bascom Mall,NA,NA,none,NA,NA,university,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,Nancy Nicholas Hall,38855398,NA,NA,Madison,US,NA,1300,NA,WI,Linden Drive,NA,NA,none,NA,NA,university,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UW-Madison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NICHOLAS HALL, NANCY",1,
101,Nicholas Recreation Center,1000383053,NA,NA,Madison,NA,NA,797,53706,WI,West Dayton Street,NA,NA,none,NA,NA,university,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sports_centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,Nielsen Tennis Stadium,38064535,NA,NA,Madison,NA,NA,1000,NA,WI,Highland Avenue,NA,NA,none,NA,NA,gymnasium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sports_centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UW-Madison,university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tennis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,Noland Hall,139958467,NA,NA,Madison,NA,NA,250,NA,WI,North Mills Street,NA,NA,none,NA,NA,university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,NA,NA,NA,1842581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS Geonames,NA,NA,NA,NA,NA,NA,NA,NA,https://zoology.wisc.edu/,NA,NA,NA,NA,NA,NA,"NOLAND HALL, LOWELL E",12,
104,North Hall,37751913,NA,NA,Madison,US,NA,1050,NA,WI,Bascom Mall,NA,NA,none,NA,NA,university,tan,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,hipped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Q7055524,en:North Hall (University of Wisconsin),NA,NA,NA,NORTH HALL,1,
105,Nutritional Sciences,38855842,NA,NA,Madison,US,NA,1415,NA,WI,Linden Drive,NA,NA,none,NA,NA,university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NUTRITIONAL SCIENCES,5,
106,Ogg Residence Hall,107584430,NA,NA,Madison,NA,NA,835,NA,WI,West Dayton Street,NA,Frederic Ogg Residence Hall,none,NA,NA,dormitory,tan,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UW-Madison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tanya Buckinham: map.wisc.edu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,Phillips Residence Hall,37862322,NA,NA,Madison,US,NA,1950,53706-1132,WI,Willow Drive,NA,NA,none,NA,NA,dormitory,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Friedrick Hall,NA,UW-Madison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Plant Sciences,173508078,NA,NA,Madison,NA,NA,1575,NA,WI,Linden Drive,NA,NA,none,NA,NA,university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,Poultry Research Laboratory,37691887,NA,NA,Madison,NA,NA,1925,NA,WI,Observatory Drive,NA,NA,none,NA,NA,university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,Pyle Center,37965574,NA,NA,Madison,US,NA,702,NA,WI,Langdon Street,NA,University of Wisconsin Extension,none,NA,NA,university,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,Radio Hall,37723613,NA,NA,Madison,US,NA,975,NA,WI,Observatory Drive,NA,NA,none,NA,NA,university,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,Rennebohm Hall,107463313,NA,NA,Madison,NA,NA,777,NA,WI,Highland Ave,NA,UW Madison School of Pharmacy,none,NA,NA,university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University of Wisconsin School of Pharmacy,NA,NA,NA,UW-Madison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RENNEBOHM HALL,26,
113,Robert M. Bock Laboratories,38856044,NA,NA,Madison,NA,NA,1525,NA,WI,Linden Drive,NA,NA,none,NA,NA,university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOCK LABORATORIES, ROBERT M",6,
114,Robert M. Lafollette School of Public Affairs,38953095,NA,NA,Madison,US,NA,1225,NA,WI,Observatory Drive,NA,NA,none,NA,NA,university,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UW-Madison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Q7347147,en:Robert M. La Follette School of Public Affairs,NA,NA,NA,NA,NA,NA
115,Russell Laboratories,37516020,NA,NA,Madison,NA,NA,NA,NA,WI,Linden Drive,NA,NA,none,NA,NA,university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RUSSELL LABORATORIES,29,
116,Rust-Schreiner Hall,173499562,NA,NA,Madison,US,NA,115,NA,WI,North Orchard Street,NA,NA,none,NA,NA,university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,School of Social Work Building,39015624,NA,NA,Madison,US,NA,1350,NA,WI,University Avenue,NA,NA,none,NA,NA,university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,Science Hall,37723611,NA,NA,Madison,US,NA,550,NA,WI,North Park Street,NA,NA,none,NA,NA,university,darkred,NA,NA,brick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,grey,1,slate,hipped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Q7896635,en:University of Wisconsin Science Hall,NA,NA,NA,SCIENCE HALL,3,
119,Sellery Residence Hall,153640713,NA,NA,Madison,US,NA,821,NA,WI,West Johnson Street,NA,NA,none,NA,NA,dormitory,tan,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,NA,NA,NA,1842674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UW-Madison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS Geonames,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,Service Memorial Institute,39015623,NA,NA,Madison,NA,NA,470,NA,WI,North Charter Street,NA,NA,none,NA,NA,university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SERVICE MEMORIAL INSTITUTE,2,
121,Signe Skott Cooper Hall,174188355,NA,NA,NA,NA,NA,701,NA,NA,Highland Avenue,NA,UW Madison School of Nursing,none,NA,NA,university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University of Wisconsin School of Nursing,NA,NA,NA,UW-Madison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOPER HALL, SIGNE SKOTT",6,
122,Slichter Residence Hall,37965212,NA,NA,Madison,NA,NA,625,NA,WI,Babcock Drive,NA,NA,none,NA,NA,dormitory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UW-Madison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,Smith Residence Hall,102239119,NA,NA,Madison,NA,NA,35,53715,WI,North Park Street,NA,Newell Smith Residence Hall,none,NA,NA,dormitory,tan,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UW-Madison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tanya Buckinham: map.wisc.edu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,Soils Building,38953059,NA,NA,Madison,US,NA,1525,NA,WI,Observatory Drive,NA,NA,none,NA,NA,university,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,gabled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOILS,7,
125,South Hall,39201168,NA,NA,Madison,US,NA,1055,NA,WI,Bascom Mall,NA,NA,none,NA,NA,university,tan,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,hipped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOUTH HALL,1,
126,Steenbock Memorial Library,37550815,NA,NA,Madison,NA,NA,550,NA,WI,Babcock Drive,NA,NA,library,NA,NA,university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,NA,NA,NA,1842692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS Geonames,NA,NA,NA,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA
127,Sterling Hall,39201158,NA,NA,Madison,US,NA,475,NA,WI,North Charter Street,NA,NA,none,NA,NA,university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,STERLING HALL,6,
128,Stock Pavilion,37516017,NA,NA,Madison,NA,NA,1675,NA,WI,Linden Drive,NA,NA,none,NA,NA,university,tan,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,darkgreen,2,NA,gabled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Q54952977,en:Stock Pavilion,NA,NA,NA,NA,NA,NA
129,Stovall Building (Wisconsin State Laboratory of Hygiene),38855843,NA,NA,Madison,US,NA,465,NA,WI,Henry Mall,NA,NA,none,NA,NA,university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,Sullivan Hall,37550632,NA,NA,Madison,US,NA,635,NA,WI,Elm Drive,NA,NA,none,NA,NA,dormitory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UW-Madison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,Swenson House,37862320,NA,NA,Madison,US,NA,645,NA,WI,Elm Drive,NA,NA,none,NA,NA,dormitory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UW-Madison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,Taylor Hall,39015618,NA,NA,Madison,US,NA,427,NA,WI,Lorch Court,NA,NA,none,NA,NA,university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TAYLOR HALL, HENRY",2,
133,Teacher Education,153640719,NA,NA,Madison,NA,NA,225,NA,WI,North Mills Street,NA,NA,none,NA,NA,university,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tanya Buckinham: map.wisc.edu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,Thomas C. Chamberlin Hall,39201159,NA,NA,Madison,US,NA,1150,NA,WI,University Avenue,NA,NA,none,NA,NA,university,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHAMBERLIN HALL, THOMAS C",15,
135,Turner House,37970665,NA,NA,Madison,NA,NA,1620,NA,WI,Kronshage Drive,NA,NA,none,NA,NA,dormitory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UW-Madison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,Union South,153660065,NA,NA,Madison,NA,NA,1308,53715,WI,West Dayton Street,NA,NA,none,NA,NA,university,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Su-Th 07:00-24:00; Fr-Sa 07:00-01:00,University of Wisconsin,NA,NA,NA,+1 608 890 3000,NA,NA,NA,NA,NA,NA,NA,bing,NA,NA,NA,NA,NA,NA,NA,NA,https://union.wisc.edu/visit-unionsouth.htm,NA,Q7886025,en:Union South (Wisconsin),NA,NA,NA,NA,NA,NA
137,University Club,18793475,,,Madison,,NA,803;432,53703,WI,State Street;East Campus Mall,NA,NA,events_venue,NA,NA,yes;retail,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,+1 608 262 5023,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,,https://uclub.wisc.edu/,NA,,NA,,,multipolygon,UNIVERSITY CLUB,5,
138,US Dairy Forage Research Center,38019750,NA,NA,Madison,NA,NA,1925,NA,WI,Linden Drive,NA,NA,none,NA,NA,university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,UW Health University Hospital,870590639,NA,NA,Madison,NA,NA,600,53792,WI,Highland Avenue,NA,UW Hospitals and Clinics,hospital,NA,505,hospital,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/7,UW-Madison,NA,NA,NA,+1 608 263 6400,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,NA,NA,NA,NA,NA,NA,https://www.uwhealth.org/,yes,Q7896631,NA,NA,NA,NA,CLINICAL SCIENCE CENTER,48,
140,UW Health University Hospital,870590639,NA,NA,Madison,NA,NA,600,53792,WI,Highland Avenue,NA,UW Hospitals and Clinics,hospital,NA,505,hospital,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/7,UW-Madison,NA,NA,NA,+1 608 263 6400,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,NA,NA,NA,NA,NA,NA,https://www.uwhealth.org/,yes,Q7896631,NA,NA,NA,NA,UW PSYCHIATRIC INST & CLINICS,7,Imogen Check
